listentry,name,grade,listdate,amenddate,legacyuid,capturesca,location
1395481,"42, 44 AND 46, UPPER EAST HAYES",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510885,Unknown,"(51.39429, -2.35072)"
1395482,"38 AND 40, UPPER EAST HAYES",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510886,Unknown,"(51.39429, -2.35072)"
1395483,"1, 2 AND 3, UPPER LAMBRIDGE STREET",II,08/05/1975 12:00:00 AM,,510887,Unknown,"(51.3973, -2.34485)"
1395484,"10, UPPER LANSDOWN MEWS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510888,Unknown,"(51.393, -2.36528)"
1395486,"12, UPPER LANSDOWN MEWS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510889,Unknown,"(51.39314, -2.36568)"
1395487,"1-5, VANE STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510890,Unknown,"(51.38428, -2.35193)"
1395488,ST JOHN'S HOSPITAL (INCLUDING CHAPEL COURT HOUSE),I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510891,Unknown,"(51.38081, -2.3616)"
1395489,CHAPEL OF ST MICHAEL WITHIN,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510894,Unknown,"(51.38061, -2.36156)"
1395490,VICTORIA BRIDGE,II*,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510895,Unknown,"(51.38353, -2.37326)"
1395491,"1-8 AND 8A, VICTORIA PLACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510896,Unknown,"(51.39606, -2.34555)"
1395492,NO. 1 AND ATTACHED WALL AND RAILINGS,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510898,Unknown,"(51.3862, -2.36041)"
1395493,NO. 3 AND ATTACHED RAILINGS,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510899,Unknown,"(51.38625, -2.36036)"
1395494,NO. 4 AND ATTACHED RAILINGS,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510900,Unknown,"(51.38634, -2.36032)"
1395495,NO. 2 AND ATTACHED RAILINGS,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510901,Unknown,"(51.38625, -2.36036)"
1395496,NO. 5 AND ATTACHED RAILINGS,II,08/01/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510902,Unknown,"(51.3864, -2.36029)"
1395497,"6, VINEYARDS",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510903,Unknown,"(51.38644, -2.36027)"
1395498,"1, 2 AND 3, CHAPEL ROW",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510904,Unknown,"(51.38281, -2.36415)"
1395499,NO. 7 AND ATTACHED RAILINGS,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510905,Unknown,"(51.3865, -2.36022)"
1395500,"4, 5 AND 6, CHAPEL ROW",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510906,Unknown,"(51.38278, -2.36436)"
1395501,"7, 8 AND 9, CHAPEL ROW",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510907,Unknown,"(51.38273, -2.36458)"
1395502,NO. 8 AND ATTACHED RAILINGS,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510908,Unknown,"(51.38657, -2.36021)"
1395503,NO. 9 AND ATTACHED RAILINGS,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510910,Unknown,"(51.38663, -2.36021)"
1395504,NO. 10 AND ATTACHED RAILINGS,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510911,Unknown,"(51.38669, -2.36021)"
1395505,"10A, VINEYARDS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510912,Unknown,"(51.38668, -2.36032)"
1395506,"11, VINEYARDS",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510913,Unknown,"(51.38695, -2.36018)"
1395507,"10, CHAPEL ROW",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510914,Unknown,"(51.3827, -2.36473)"
1395508,"11, CHAPEL ROW",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510915,Unknown,"(51.38264, -2.36476)"
1395509,"12, VINEYARDS",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510916,Unknown,"(51.387, -2.36017)"
1395510,NO. 13 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510917,Unknown,"(51.38705, -2.36017)"
1395513,TEMPLE ORNAMENT,II,10/15/2010 12:00:00 AM,,510918,Unknown,"(51.38299, -2.36446)"
1395516,NO. 14 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510919,Unknown,"(51.38711, -2.36018)"
1395517,NO. 15 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510921,Unknown,"(51.38716, -2.3602)"
1395518,NO. 16 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510922,Unknown,"(51.38721, -2.36021)"
1395519,"17-21, CHARLES STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510924,Unknown,"(51.38179, -2.36588)"
1395520,NO. 17 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510925,Unknown,"(51.38726, -2.36021)"
1395521,NO. 18 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510926,Unknown,"(51.38732, -2.36023)"
1395522,NO. 19 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510927,Unknown,"(51.38737, -2.36023)"
1395523,"NO. 20 AND ATTACHED GARDEN WALLS, BALUSTRADE AND GATE PIERS",II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510928,Unknown,"(51.38748, -2.36027)"
1395524,"21, VINEYARDS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510929,Unknown,"(51.38766, -2.3601)"
1395525,THE STAR INN,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510930,Unknown,"(51.3878, -2.36012)"
1395526,"24, VINEYARDS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510931,Unknown,"(51.38791, -2.36013)"
1395527,COUNTESS OF HUNTINGDON'S CHAPEL INCLUDING CHAPEL HOUSE,II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510933,Unknown,"(51.3868, -2.36047)"
1395528,"FORECOURT WALL, GATEPIERS, GATES AND OVERTHROWS TO THE CHAPEL",II*,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510934,Unknown,"(51.38684, -2.36012)"
1395529,FORMER SUNDAY SCHOOL TO THE COUNTESS OF HUNTINGDON'S CHAPEL,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510935,Unknown,"(51.38667, -2.36055)"
1395530,"RAISED PAVEMENT, REVETMENT WALL, STEPS AND RAILINGS",II,10/15/2010 12:00:00 AM,,510936,Unknown,"(51.38677, -2.36008)"
1395531,"1-7, WALCOT BUILDINGS",II,05/12/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510937,Unknown,"(51.39075, -2.35487)"
1395532,"8-11, WALCOT BUILDINGS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510938,Unknown,"(51.39088, -2.35441)"
1395533,"12-20, WALCOT BUILDINGS",II,05/12/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510939,Unknown,"(51.39105, -2.35401)"
1395534,"21-26, WALCOT BUILDINGS",II,05/12/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510940,Unknown,"(51.39131, -2.35338)"
1395535,"27, 28 AND 29, WALCOT BUILDINGS",II,05/12/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510941,Unknown,"(51.39147, -2.35303)"
1395536,"1-20, WALCOT PARADE",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510942,Unknown,"(51.39019, -2.35754)"
1395537,HIGH PAVEMENT AND RAILINGS FRONTING WALCOT PARADE,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510944,Unknown,"(51.39009, -2.35752)"
1395538,MORTUARY CHAPEL,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510946,Unknown,"(51.38824, -2.35844)"
1395539,"1, WALCOT STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510947,Unknown,"(51.38388, -2.35973)"
1395540,"3, WALCOT STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510948,Unknown,"(51.38401, -2.35974)"
1395541,"5 AND 7, WALCOT STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510949,Unknown,"(51.3841, -2.3597)"
1395542,NO. 22 WITH RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510950,Unknown,"(51.38205, -2.36556)"
1395543,"9 AND 11, WALCOT STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510951,Unknown,"(51.38419, -2.35969)"
1395544,NOS. 23-30 (CONSEC) WITH RAILINGS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510952,Unknown,"(51.38238, -2.36531)"
1395545,"13, WALCOT STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510953,Unknown,"(51.38426, -2.35972)"
1395546,"15, WALCOT STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510954,Unknown,"(51.38434, -2.35972)"
1395547,"27-33, WALCOT STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510955,Unknown,"(51.38472, -2.35981)"
1395548,NO. 31 (REAR OF NOS. 120 AND 122),II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510956,Unknown,"(51.38758, -2.35877)"
1395549,NO. 35 AND FLIGHT OF STEPS TO THE LEFT,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510957,Unknown,"(51.38488, -2.35975)"
1395550,"37, WALCOT STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510958,Unknown,"(51.38495, -2.35978)"
1395551,"62, WALCOT STREET",II,05/12/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510959,Unknown,"(51.38532, -2.35945)"
1395552,CORNMARKET (AT REAR OF NO. 62),II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510960,Unknown,"(51.38528, -2.35903)"
1395553,"66, WALCOT STREET",II,05/12/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510962,Unknown,"(51.38554, -2.35957)"
1395554,NOS. 2-10 (CONSEC) WITH RAILINGS,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510963,Unknown,"(51.38342, -2.36668)"
1395555,"68 AND 70, WALCOT STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510964,Unknown,"(51.38563, -2.35954)"
1395556,"72-84, WALCOT STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510965,Unknown,"(51.38581, -2.35953)"
1395557,"86, WALCOT STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510967,Unknown,"(51.386, -2.35943)"
1395558,STABLE AND COACH HOUSE BLOCK OF LYCOMBE HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510968,Unknown,"(51.36997, -2.35609)"
1395559,"88, WALCOT STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510969,Unknown,"(51.38609, -2.35947)"
1395560,ROSEMOUNT,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510970,Unknown,"(51.37237, -2.35356)"
1395561,ST MICHAEL'S CHURCH HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510971,Unknown,"(51.38618, -2.35944)"
1395562,"ROSEMOUNT FARM, ROSEMOUNT COTTAGE AND MONTROSE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510972,Unknown,"(51.37227, -2.35378)"
1395563,"90, WALCOT STREET",II,05/12/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510973,Unknown,"(51.38629, -2.35939)"
1395564,LYNCOMBE HALL,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510975,Unknown,"(51.37077, -2.3549)"
1395565,"1-4, LYNDHURST PLACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510977,Unknown,"(51.39133, -2.35723)"
1395566,BATH DISTRICT REGISTER OFFICE,II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510978,Unknown,"(51.38357, -2.36592)"
1395567,"2-11, LYNDHURST TERRACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510979,Unknown,"(51.39157, -2.35746)"
1395568,LYNDHURST COTTAGE,II,08/05/1975 12:00:00 AM,08/15/2010 12:00:00 AM,510980,Unknown,"(51.39176, -2.35712)"
1395569,"1 AND 2, MACAULAY BUILDINGS",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510981,Unknown,"(51.37362, -2.34095)"
1395570,NOS. 13 AND 14 WITH RAILINGS,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510982,Unknown,"(51.38339, -2.3656)"
1395571,RED HOUSE BAKERY,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510983,Unknown,"(51.38642, -2.35929)"
1395572,"94-106, WALCOT STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510984,Unknown,"(51.38666, -2.3593)"
1395573,"NOS. 15, 15A, 16-21 (CONSEC) WITH PIERS AND RAILINGS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510985,Unknown,"(51.38327, -2.36643)"
1395574,BELL HOTEL,II,08/05/1975 12:00:00 AM,10/05/2010 12:00:00 AM,510986,Unknown,"(51.38755, -2.35937)"
1395575,"GATEPIERS AND GATES TO YARD OF NO. 103, THE BELL HOTEL",II,10/15/2010 12:00:00 AM,,510987,Unknown,"(51.38735, -2.35932)"
1395576,"22, CHARLOTTE STREET",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510988,Unknown,"(51.38322, -2.36682)"
1395577,CHARLOTTE HOUSE,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510989,Unknown,"(51.38355, -2.36615)"
1395578,"108, WALCOT STREET",II,05/12/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510990,Unknown,"(51.38684, -2.35915)"
1395579,CORNWALL BUILDINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510991,Unknown,"(51.38791, -2.35933)"
1395580,ELIM PENTACOSTAL CHURCH,II*,02/15/2007 12:00:00 AM,10/15/2010 12:00:00 AM,510992,Unknown,"(51.38333, -2.36585)"
1395581,"114 AND 116, WALCOT STREET",II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510993,Unknown,"(51.38729, -2.35908)"
1395582,"118, WALCOT STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510995,Unknown,"(51.38753, -2.35907)"
1395583,"120 AND 122, WALCOT STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510997,Unknown,"(51.38761, -2.35902)"
1395585,"124 AND 126, WALCOT STREET",II,05/12/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510998,Unknown,"(51.38771, -2.35902)"
1395586,CHARLTON HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510999,Unknown,"(51.38191, -2.38416)"
1395587,"1-12, CHATHAM ROW",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511000,Unknown,"(51.38749, -2.35856)"
1395589,"13 AND 13A, CHATHAM ROW",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511001,Unknown,"(51.38736, -2.35899)"
1395590,"14 AND 14A, CHATHAM ROW",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511002,Unknown,"(51.38737, -2.35911)"
1395592,"140, 142 AND 144, WALCOT STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511003,Unknown,"(51.38847, -2.35894)"
1395593,"146, WALCOT STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511004,Unknown,"(51.38857, -2.35893)"
1395594,CARNWELL FOUNTAIN,II,05/07/2002 12:00:00 AM,10/15/2010 12:00:00 AM,511005,Unknown,"(51.38604, -2.35979)"
1395595,LADYMEAD HOUSE,II,05/12/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511006,Unknown,"(51.3871, -2.35912)"
1395596,PENITENTIARY CHAPEL,II,05/12/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511007,Unknown,"(51.38697, -2.35919)"
1395597,"1-8, WALCOT TERRACE",II,05/12/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511008,Unknown,"(51.39043, -2.35564)"
1395598,"9, WALCOT TERRACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511009,1:2500,"(51.39057, -2.35534)"
1395600,"3 AND 4, MACAULAY BUILDINGS",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511010,Unknown,"(51.37358, -2.34057)"
1395601,HAWTHORN COTTAGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511011,Unknown,"(51.39055, -2.35522)"
1395602,OLD RECTORY,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511012,Unknown,"(51.3805, -2.39851)"
1395603,"5 AND 6, MACAULAY BUILDINGS",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511013,Unknown,"(51.37352, -2.34018)"
1395604,"1-19, WELLINGTON BUILDINGS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511014,Unknown,"(51.3975, -2.39075)"
1395605,"12 and 14, WELLS ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511015,Unknown,"(51.37733, -2.36291)"
1395606,"7-20, MACAULAY BUILDINGS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511016,Unknown,"(51.37307, -2.33944)"
1395607,"16, 18 AND 20, WELLS ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511017,Unknown,"(51.37734, -2.36315)"
1395608,"22 AND 24, WELLS ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511018,Unknown,"(51.37734, -2.36336)"
1395609,ROOD HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511019,Unknown,"(51.3726, -2.33908)"
1395610,THE RAILWAY BREWERY,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511020,Unknown,"(51.37733, -2.36351)"
1395611,"30 AND 32, WELLS ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511021,Unknown,"(51.37732, -2.36374)"
1395612,"42, WELLS ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511022,Unknown,"(51.37731, -2.36419)"
1395613,"44 AND 46, WELLS ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511024,Unknown,"(51.37731, -2.36432)"
1395614,"48, WELLS ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511025,Unknown,"(51.37727, -2.36448)"
1395615,SOUTH HAYES HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511026,Unknown,"(51.377, -2.36663)"
1395616,MACAULAY HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511027,Unknown,"(51.37248, -2.33905)"
1395617,NOS 24-32 LLOYDS BANK (NO. 32) AND RAILINGS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511028,1:2500,"(51.37298, -2.36668)"
1395618,"MALVERN LODGE
NOS. 1-6 (CONSEC)",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511029,Unknown,"(51.39327, -2.35675)"
1395619,"13, CHEAP STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511031,Unknown,"(51.38162, -2.35929)"
1395620,"14, CHEAP STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511032,Unknown,"(51.3816, -2.35938)"
1395621,"34 AND 34A, WELLSWAY",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511033,Unknown,"(51.37273, -2.36674)"
1395622,"1-6, MALVERN VILLAS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511034,Unknown,"(51.39302, -2.35715)"
1395623,"15-20, CHEAP STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511035,Unknown,"(51.38156, -2.35972)"
1395624,"129, WELLSWAY",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511036,Unknown,"(51.36949, -2.36575)"
1395625,"1, MANVERS STREET",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511037,Unknown,"(51.37971, -2.35735)"
1395626,"135-141, WELLSWAY",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511038,Unknown,"(51.36883, -2.36579)"
1395627,"2, MANVERS STREET",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511039,Unknown,"(51.37964, -2.35731)"
1395628,NOS. 172 AND 172A WELLBOURNE COTTAGE (NO. 172),II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511040,Unknown,"(51.36275, -2.37008)"
1395629,BATH SPA STATION,II*,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511041,Unknown,"(51.37767, -2.35706)"
1395630,"199-205, WELLSWAY",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511042,Unknown,"(51.3669, -2.36609)"
1395631,"NOS. 372 AND 374 WITH RETAINING WALL, RAILINGS AND STEPS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511043,Unknown,"(51.3669, -2.36609)"
1395632,,II,08/05/1975 12:00:00 AM,,511045,Unknown,"(51.37245, -2.36643)"
1395633,"13 AND 14, WESTGATE BUILDINGS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511046,Unknown,"(51.38043, -2.36236)"
1395634,"22, WESTGATE BUILDINGS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511047,Unknown,"(51.38023, -2.36164)"
1395635,CHANDOS HOUSE,II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511048,Unknown,"(51.38063, -2.36207)"
1395636,BAYNTUN'S BOOKSHOP,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511049,Unknown,"(51.3783, -2.35672)"
1395637,"8, 9 AND 10, WESTGATE STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511050,Unknown,"(51.38138, -2.3611)"
1395638,"11, 11A AND 12, WESTGATE STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511051,Unknown,"(51.38131, -2.3613)"
1395639,MANVERS STREET BAPTIST CHURCH,II,03/12/2009 12:00:00 AM,10/15/2010 12:00:00 AM,511052,Unknown,"(51.37884, -2.35669)"
1395640,"12A AND 13, WESTGATE STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511053,Unknown,"(51.38128, -2.36145)"
1395641,NOS. 14 AND 15 THE GRAPES (NO. 14),II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511054,Unknown,"(51.38127, -2.36172)"
1395642,ROYAL HOTEL,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511055,Unknown,"(51.37812, -2.35672)"
1395643,"16, WESTGATE STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511056,Unknown,"(51.38127, -2.36188)"
1395644,FLAN O'BRIEN'S,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511057,Unknown,"(51.3815, -2.36238)"
1395645,"1 AND 2, MARGARET'S BUILDINGS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511058,Unknown,"(51.38651, -2.36583)"
1395646,"8 AND 9, MARGARET'S BUILDINGS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511059,Unknown,"(51.38686, -2.36564)"
1395647,CANNON CINEMA,II,07/17/1995 12:00:00 AM,10/25/2010 12:00:00 AM,511060,Unknown,"(51.38157, -2.36221)"
1395648,"11, MARGARET'S BUILDINGS",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511061,Unknown,"(51.38683, -2.3659)"
1395649,"24, WESTGATE STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511062,Unknown,"(51.38149, -2.36202)"
1395650,"25 AND 26, WESTGATE STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511063,Unknown,"(51.3815, -2.36189)"
1395651,"15B AND 16, MARGARET'S BUILDINGS",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511064,Unknown,"(51.38659, -2.36603)"
1395652,"17, MARGARET'S BUILDINGS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511065,Unknown,"(51.38653, -2.36603)"
1395653,"27, 28 AND 29, WESTGATE STREET",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511066,Unknown,"(51.38153, -2.36169)"
1395654,"NOS. 13, 14 AND 15 AND ATTACHED RAILINGS",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511067,Unknown,"(51.38705, -2.37029)"
1395655,"33, 34 AND 35, WESTGATE STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511068,Unknown,"(51.38156, -2.3611)"
1395656,"36 AND 37, WESTGATE STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511069,Unknown,"(51.38158, -2.36085)"
1395657,THE RAT AND PARROT,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511070,Unknown,"(51.38167, -2.36075)"
1395658,BRIDGE,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511071,Unknown,"(51.38221, -2.39385)"
1395660,WESTON LOCK,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511072,Unknown,"(51.38259, -2.39697)"
1395661,MANOR HOUSE,II*,08/05/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511073,Unknown,"(51.39397, -2.39059)"
1395662,THE PARK PREPARATORY SCHOOL,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511074,Unknown,"(51.39049, -2.38383)"
1395663,GLENFIELD,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511075,Unknown,"(51.39357, -2.38912)"
1395664,"21, CHEAP STREET",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511076,Unknown,"(51.3815, -2.36015)"
1395665,MOUNTNESSING AND BEECHEN HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511077,Unknown,"(51.39403, -2.38632)"
1395666,ALLEN'S COTTAGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511078,Unknown,"(51.37049, -2.34434)"
1395667,OAKFIELD,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511079,Unknown,"(51.39304, -2.38451)"
